director.id,director.gender,director.birth_year,director.birth_country,director.tf.movie_director
Director_1841108,G2,1948.0,C2,12
Director_184376,G1,1946.0,C4,2
Director_184392,G1,1890.0,C6,2
Director_1841179,G2,1959.0,C2,4
Director_184559,G1,1929.0,C40,1
Director_184582,G1,1942.0,C4,5
Director_184736,G1,1929.0,C137,2
Director_185214,G1,1982.0,C26,2
Director_185312,G1,1981.0,C7,1
Director_185420,G1,1964.0,C9,4
Director_185432,G1,1880.0,C86,20
Director_185562,G1,1962.0,C26,1
Director_185603,G1,1964.0,C20,5
Director_185605,G1,1940.0,C19,1
Director_185617,G1,1930.0,C17,38
Director_185621,G1,1986.0,C7,1
Director_185644,G1,1943.0,C21,1
Director_185682,G1,1979.0,C7,1
Director_185728,G1,1900.0,C7,3
Director_185757,G1,1992.0,C7,6
Director_185758,G1,1943.0,C7,2
Director_185768,G1,1946.0,C21,14
Director_185820,G1,1901.0,C2,11
Director_185833,G1,1951.0,C7,7
Director_186108,G1,1956.0,C4,1
Director_186293,G1,1971.0,C7,3
Director_186641,G1,1940.0,C32,2
Director_186743,G1,1933.0,C85,2
Director_186850,G1,1980.0,C24,1
Director_1842403,G2,1964.0,C10,3
Director_186898,G1,1942.0,C26,7
Director_186990,G1,1891.0,C7,3
Director_1842542,G2,1941.0,C7,2
Director_187098,G1,1970.0,C7,1
Director_187158,G1,1939.0,C21,4
Director_187159,G1,1949.0,C7,3
Director_187308,G1,1927.0,C26,17
Director_187312,G1,1941.0,C7,6
Director_187364,G1,1936.0,C7,8
Director_187381,G1,1960.0,C7,2
Director_187452,G1,1965.0,C7,2
Director_187484,G1,1953.0,C7,6
Director_187598,G1,1971.0,C9,8
Director_187687,G1,1957.0,C55,1
Director_187929,G1,1961.0,C26,2
Director_188124,G1,1965.0,C7,6
Director_188251,G1,1966.0,C17,1
Director_188266,G1,1886.0,C17,9
Director_188395,G1,1962.0,C7,7
Director_188556,G1,1936.0,C7,19
Director_188816,G1,1921.0,C7,1
Director_188897,G1,1961.0,C4,2
Director_189021,G1,1963.0,C1,1
Director_189265,G1,1926.0,C40,1
Director_189286,G1,1944.0,C2,11
Director_189406,G1,1963.0,C18,1
Director_189688,G1,1928.0,C10,12
Director_189742,G1,1963.0,C26,2
Director_189972,G1,1938.0,C1,2
Director_190013,G1,1968.0,C17,7
Director_190014,G1,1951.0,C2,2
Director_190017,G1,1951.0,C2,2
Director_190025,G1,1966.0,C2,5
Director_190067,G1,1950.0,C20,1
Director_190264,G1,1954.0,C7,6
Director_190361,G1,1933.0,C2,32
Director_190366,G1,1938.0,C17,1
Director_190666,G1,1939.0,C73,15
Director_190698,G1,1947.0,C7,1
Director_190937,G1,1942.0,C7,3
Director_190941,G1,1962.0,C7,1
Director_191019,G1,1904.0,C7,1
Director_191032,G1,1952.0,C7,3
Director_191101,G1,1920.0,C39,1
Director_191266,G1,1960.0,C36,1
Director_191289,G1,1963.0,C4,14
Director_191434,G1,1941.0,C17,1
Director_191456,G1,1972.0,C10,2
Director_191575,G1,1940.0,C7,1
Director_191577,G1,1968.0,C7,1
Director_191650,G1,1961.0,C2,3
Director_191691,G1,1950.0,C26,8
Director_191732,G1,1915.0,C26,2
Director_191744,G1,1946.0,C36,12
Director_191761,G1,1969.0,C39,1
Director_1845287,G2,1979.0,C7,1
Director_192063,G1,1887.0,C26,1
Director_192111,G1,1925.0,C26,9
Director_192192,G1,1920.0,C7,1
Director_192209,G1,1859.0,C7,3
Director_192399,G1,1956.0,C10,4
Director_192421,G1,1947.0,C7,7
Director_192517,G1,1977.0,C7,1
Director_192582,G1,1931.0,C7,4
Director_192777,G1,1940.0,C7,6
Director_192868,G1,1938.0,C7,4
Director_1845862,G2,1976.0,C7,6
Director_192983,G1,1926.0,C7,12
Director_193021,G1,1964.0,C26,1
Director_193063,G1,1978.0,C7,1
Director_193069,G1,1918.0,C7,1
Director_193085,G1,1912.0,C7,24
Director_193228,G1,1972.0,C7,1
Director_193345,G1,1974.0,C7,2
Director_193359,G1,1948.0,C26,17
Director_193396,G1,1895.0,C7,2
Director_193575,G1,1964.0,C7,13
Director_193585,G1,1960.0,C53,1
Director_193925,G1,1975.0,C7,3
Director_193980,G1,1913.0,C7,1
Director_194338,G1,1895.0,C7,31
Director_194398,G1,1978.0,C7,1
Director_194418,G1,1940.0,C7,1
Director_194748,G1,1960.0,C26,4
Director_194935,G1,1937.0,C7,9
Director_195194,G1,1890.0,C7,49
Director_195325,G1,1970.0,C7,1
Director_195900,G1,1943.0,C31,12
Director_195977,G1,1979.0,C7,2
Director_196202,G1,1970.0,C7,1
Director_1847647,G2,1954.0,C7,2
Director_196627,G1,1896.0,C7,6
Director_1847910,G2,1954.0,C7,2
Director_197539,G1,1970.0,C7,1
Director_197546,G1,1916.0,C7,1
Director_198357,G1,1967.0,C7,2
Director_198370,G1,1933.0,C7,1
Director_198734,G1,1972.0,C10,3
Director_198823,G1,1911.0,C7,1
Director_199030,G1,1930.0,C7,2
Director_199053,G1,1880.0,C7,21
Director_199067,G1,1983.0,C7,2
Director_199119,G1,1938.0,C26,11
Director_199549,G1,1925.0,C7,1
Director_199609,G1,1887.0,C7,1
Director_199670,G1,1961.0,C38,1
Director_199735,G1,1907.0,C39,1
Director_199925,G1,1956.0,C9,1
Director_199997,G1,1976.0,C55,2
Director_1849672,G2,1972.0,C318,1
Director_200128,G1,1971.0,C40,3
Director_1849778,G2,1899.0,C46,3
Director_1849779,G2,1900.0,C23,2
Director_200275,G1,1926.0,C4,8
Director_200281,G1,1965.0,C7,1
Director_200487,G1,1892.0,C26,5
Director_200587,G1,1939.0,C2,1
Director_1850111,G2,1964.0,C17,2
Director_200752,G1,1961.0,C17,1
Director_200816,G1,1884.0,C18,1
Director_200854,G1,1903.0,C44,1
Director_201155,G1,1970.0,C17,2
Director_201369,G1,1970.0,C7,1
Director_1850455,G2,1970.0,C7,5
Director_201379,G1,1970.0,C26,1
Director_201401,G1,1955.0,C10,2
Director_201562,G1,1925.0,C9,1
Director_201602,G1,1940.0,C4,2
Director_201667,G1,1960.0,C7,1
Director_201861,G1,1981.0,C7,2
Director_201867,G1,1964.0,C7,1
Director_202080,G1,1927.0,C7,1
Director_202115,G1,1879.0,C26,3
Director_202274,G1,1980.0,C10,1
Director_202615,G1,1942.0,C26,1
Director_202624,G1,1978.0,C7,1
Director_202761,G1,1920.0,C46,1
Director_202769,G1,1927.0,C37,10
Director_202882,G1,1968.0,C36,1
Director_202969,G1,1964.0,C18,1
Director_203083,G1,1949.0,C38,1
Director_1851445,G2,1941.0,C4,2
Director_203203,G1,1976.0,C4,4
Director_203246,G1,1958.0,C4,1
Director_203283,G1,1903.0,C104,1
Director_203383,G1,1944.0,C7,2
Director_203476,G1,1943.0,C4,1
Director_1851708,G2,1960.0,C4,7
Director_203705,G1,1983.0,C2,3
Director_203805,G1,1966.0,C26,1
Director_203883,G1,1923.0,C7,21
Director_204085,G1,1938.0,C40,1
Director_204113,G1,1962.0,C7,1
Director_204237,G1,1885.0,C46,4
Director_204242,G1,1896.0,C1,1
Director_204371,G1,1962.0,C4,12
Director_204382,G1,1888.0,C7,1
Director_204629,G1,1895.0,C7,4
Director_204754,G1,1974.0,C7,2
Director_204760,G1,1963.0,C7,4
Director_205005,G1,1965.0,C7,1
Director_205010,G1,1964.0,C7,1
Director_205118,G1,1904.0,C4,3
Director_205140,G1,1945.0,C40,6
Director_205180,G1,1900.0,C36,8
Director_205278,G1,1977.0,C7,1
Director_205587,G1,1974.0,C10,3
Director_205646,G1,1947.0,C72,1
Director_205724,G1,1880.0,C7,1
Director_206022,G1,1938.0,C24,1
Director_206115,G1,1969.0,C7,1
Director_206153,G1,1979.0,C10,1
Director_206607,G1,1970.0,C141,2
Director_206609,G1,1973.0,C141,1
Director_1853162,G2,1978.0,C7,1
Director_206796,G1,1978.0,C7,5
Director_206809,G1,1973.0,C4,1
Director_206848,G1,1942.0,C45,7
Director_206865,G1,1957.0,C22,2
Director_206988,G1,1969.0,C36,1
Director_207051,G1,1928.0,C20,12
Director_207195,G1,1899.0,C46,2
Director_1853675,G2,1964.0,C7,1
Director_208248,G1,1977.0,C7,2
Director_1853973,G2,1977.0,C7,1
Director_208448,G1,1963.0,C7,6
Director_208601,G1,1949.0,C7,1
Director_208993,G1,1932.0,C7,1
Director_209059,G1,1960.0,C7,1
Director_209149,G1,1982.0,C7,1
Director_209328,G1,1958.0,C26,2
Director_209521,G1,1984.0,C7,1
Director_209579,G1,1918.0,C26,11
Director_209732,G1,1968.0,C26,4
Director_210029,G1,1943.0,C7,1
Director_210272,G1,1891.0,C123,1
Director_210366,G1,1924.0,C4,1
Director_210565,G1,1948.0,C7,3
Director_210595,G1,1889.0,C7,1
Director_210782,G1,1952.0,C10,7
Director_210823,G1,1975.0,C7,4
Director_211127,G1,1983.0,C7,1
Director_211256,G1,1945.0,C7,1
Director_211391,G1,1910.0,C21,6
Director_211527,G1,1946.0,C14,1
Director_211553,G1,1973.0,C55,9
Director_211565,G1,1978.0,C18,2
Director_211645,G1,1904.0,C4,2
Director_211709,G1,1947.0,C42,1
Director_211849,G1,1944.0,C7,14
Director_211923,G1,1976.0,C33,1
Director_211951,G1,1969.0,C7,1
Director_211954,G1,1963.0,C7,1
Director_211974,G1,1962.0,C7,2
Director_212223,G1,1935.0,C7,1
Director_212231,G1,1975.0,C7,1
Director_212304,G1,1981.0,C7,1
Director_212314,G1,1955.0,C7,1
Director_212385,G1,1983.0,C26,4
Director_212406,G1,1968.0,C7,11
Director_212438,G1,1960.0,C10,6
Director_212585,G1,1953.0,C7,14
Director_212592,G1,1955.0,C7,22
Director_212761,G1,1973.0,C7,1
Director_212798,G1,1944.0,C7,1
Director_213050,G1,1963.0,C7,18
Director_213090,G1,1972.0,C26,1
Director_213232,G1,1963.0,C7,4
Director_1856540,G2,1939.0,C26,1
Director_213403,G1,1974.0,C10,1
Director_213405,G1,1945.0,C24,2
Director_1856564,G2,1972.0,C10,1
Director_213479,G1,1940.0,C7,9
Director_213647,G1,1927.0,C26,13
Director_1856688,G2,1970.0,C7,4
Director_213684,G1,1954.0,C10,1
Director_213958,G1,1877.0,C23,11
Director_214035,G1,1931.0,C26,21
Director_214131,G1,1957.0,C4,3
Director_214216,G1,1925.0,C26,1
Director_214278,G1,1958.0,C7,21
Director_214331,G1,1948.0,C7,5
Director_1857153,G2,1960.0,C26,1
Director_214595,G1,1957.0,C7,4
Director_214602,G1,1978.0,C7,1
Director_214612,G1,1954.0,C7,1
Director_214632,G1,1975.0,C136,1
Director_214671,G1,1972.0,C7,1
Director_1857250,G2,1942.0,C4,3
Director_214805,G1,1982.0,C7,3
Director_214815,G1,1957.0,C7,3
Director_1857347,G2,1958.0,C26,1
Director_215105,G1,1904.0,C26,3
Director_215300,G1,1976.0,C14,3
Director_215371,G1,1972.0,C7,2
Director_216017,G1,1946.0,C26,7
Director_216093,G1,1964.0,C7,3
Director_216356,G1,1954.0,C7,1
Director_216379,G1,1894.0,C7,60
Director_216463,G1,1890.0,C26,1
Director_216485,G1,1944.0,C26,6
Director_216694,G1,1980.0,C26,2
Director_216811,G1,1927.0,C7,32
Director_217008,G1,1935.0,C36,1
Director_1858371,G2,1958.0,C7,1
Director_217291,G1,1969.0,C26,2
Director_217335,G1,1963.0,C59,8
Director_217491,G1,1964.0,C7,10
Director_217512,G1,1946.0,C19,1
Director_217587,G1,1969.0,C26,1
Director_217638,G1,1924.0,C40,2
Director_217643,G1,1923.0,C40,1
Director_217756,G1,1984.0,C45,1
Director_217805,G1,1895.0,C7,30
Director_1858745,G2,1941.0,C7,8
Director_217854,G1,1934.0,C2,4
Director_217855,G1,1900.0,C1,32
Director_218002,G1,1955.0,C26,12
Director_1858841,G2,1964.0,C7,2
Director_218168,G1,1941.0,C26,1
Director_1858910,G2,1948.0,C72,1
Director_218219,G1,1928.0,C14,3
Director_218226,G1,1929.0,C14,6
Director_218406,G1,1941.0,C7,1
Director_218687,G1,1952.0,C26,2
Director_218705,G1,1969.0,C26,1
Director_218762,G1,1940.0,C26,1
Director_219125,G1,1961.0,C7,5
Director_219142,G1,1947.0,C7,5
Director_219205,G1,1965.0,C7,2
Director_219272,G1,1963.0,C45,2
Director_219276,G1,1933.0,C45,3
Director_219325,G1,1902.0,C144,6
Director_219332,G1,1925.0,C45,3
Director_219383,G1,1979.0,C1,1
Director_219659,G1,1949.0,C2,7
Director_219707,G1,1964.0,C10,7
Director_219745,G1,1950.0,C85,2
Director_219761,G1,1922.0,C84,7
Director_219776,G1,1956.0,C2,1
Director_219777,G1,1959.0,C2,5
Director_219805,G1,1945.0,C2,5
Director_219905,G1,1946.0,C45,3
Director_220071,G1,1929.0,C4,1
Director_220194,G1,1943.0,C18,4
Director_220241,G1,1924.0,C45,2
Director_1860038,G2,1961.0,C45,2
Director_220388,G1,1966.0,C4,4
Director_220426,G1,1908.0,C18,2
Director_220451,G1,1942.0,C4,2
Director_220470,G1,1952.0,C4,17
Director_220686,G1,1967.0,C7,8
Director_220718,G1,1940.0,C7,1
Director_220722,G1,1976.0,C7,2
Director_220759,G1,1948.0,C1,1
Director_220971,G1,1961.0,C37,1
Director_220978,G1,1963.0,C37,1
Director_221040,G1,1888.0,C7,74
Director_1860570,G2,1965.0,C1,1
Director_1860808,G2,1957.0,C85,4
Director_221636,G1,1971.0,C26,2
Director_221693,G1,1975.0,C7,2
Director_221802,G1,1950.0,C103,4
Director_222223,G1,1975.0,C26,1
Director_222382,G1,1947.0,C1,1
Director_222515,G1,1944.0,C2,2
Director_222685,G1,1963.0,C24,7
Director_222723,G1,1969.0,C83,8
Director_222871,G1,1969.0,C86,3
Director_222983,G1,1964.0,C7,1
Director_223087,G1,1899.0,C7,1
Director_223198,G1,1982.0,C7,1
Director_223203,G1,1971.0,C7,3
Director_223243,G1,1979.0,C7,1
Director_223373,G1,1933.0,C17,28
Director_223551,G1,1943.0,C7,18
Director_223776,G1,1959.0,C7,2
Director_223804,G1,1944.0,C69,2
Director_224176,G1,1955.0,C7,2
Director_224220,G1,1960.0,C7,1
Director_224242,G1,1966.0,C7,1
Director_224480,G1,1941.0,C55,3
Director_224526,G1,1973.0,C7,1
Director_224573,G1,1958.0,C32,2
Director_224750,G1,1926.0,C2,4
Director_224759,G1,1972.0,C34,1
Director_224963,G1,1974.0,C10,2
Director_225118,G1,1983.0,C7,1
Director_225264,G1,1966.0,C7,1
Director_225266,G1,1910.0,C65,9
Director_225279,G1,1971.0,C37,1
Director_225392,G1,1968.0,C7,2
Director_225699,G1,1976.0,C4,1
Director_226079,G1,1971.0,C7,2
Director_226163,G1,1967.0,C7,1
Director_226401,G1,1932.0,C18,1
Director_226450,G1,1982.0,C7,1
Director_226521,G1,1981.0,C7,2
Director_226572,G1,1971.0,C26,1
Director_226603,G1,1950.0,C7,32
Director_226631,G1,1949.0,C26,1
Director_226758,G1,1861.0,C2,2
Director_226805,G1,1957.0,C17,1
Director_226833,G1,1960.0,C7,2
Director_226843,G1,1955.0,C17,6
Director_226866,G1,1968.0,C1,4
Director_226887,G1,1932.0,C17,6
Director_226947,G1,1970.0,C17,3
Director_226983,G1,1982.0,C1,1
Director_227050,G1,1911.0,C7,1
Director_227215,G1,1975.0,C1,1
Director_227296,G1,1976.0,C1,1
Director_227318,G1,1972.0,C1,2
Director_227342,G1,1959.0,C1,2
Director_227406,G1,1900.0,C17,2
Director_227420,G1,1951.0,C17,4
Director_227439,G1,1976.0,C7,1
Director_227757,G1,1974.0,C7,1
Director_227800,G1,1960.0,C39,1
Director_227820,G1,1941.0,C21,5
Director_228039,G1,1965.0,C38,4
Director_228125,G1,1976.0,C83,2
Director_1864238,G2,1961.0,C7,1
Director_228173,G1,1961.0,C17,1
Director_228175,G1,1895.0,C17,29
Director_228294,G1,1949.0,C24,1
Director_228370,G1,1954.0,C10,13
Director_228430,G1,1946.0,C24,15
Director_228514,G1,1938.0,C10,2
Director_228620,G1,1931.0,C26,4
Director_228776,G1,1936.0,C1,6
Director_1864708,G2,1961.0,C26,2
Director_228877,G1,1934.0,C26,6
Director_228882,G1,1921.0,C40,2
Director_228983,G1,1981.0,C7,1
Director_228987,G1,1939.0,C7,8
Director_229016,G1,1986.0,C7,1
Director_229084,G1,1982.0,C10,3
Director_229088,G1,1980.0,C10,4
Director_229122,G1,1958.0,C2,4
Director_229195,G1,1959.0,C55,7
Director_229243,G1,1976.0,C17,2
Director_229469,G1,1958.0,C7,3
Director_229525,G1,1968.0,C7,1
Director_229586,G1,1859.0,C26,2
Director_229642,G1,1970.0,C26,1
Director_230208,G1,1980.0,C7,6
Director_230258,G1,1943.0,C33,16
Director_230347,G1,1952.0,C10,2
Director_230362,G1,1924.0,C7,6
Director_230419,G1,1978.0,C7,1
Director_230560,G1,1971.0,C7,3
Director_230805,G1,1964.0,C72,5
Director_1865796,G2,1954.0,C33,13
Director_230929,G1,1967.0,C26,2
Director_231067,G1,1885.0,C17,9
Director_231132,G1,1972.0,C53,1
Director_231159,G1,1983.0,C7,5
Director_231201,G1,1983.0,C7,2
Director_231233,G1,1933.0,C21,2
Director_231257,G1,1909.0,C32,9
Director_231347,G1,1985.0,C32,1
Director_1866052,G2,1941.0,C84,1
Director_231464,G1,1955.0,C1,3
Director_1866206,G2,1960.0,C21,3
Director_231588,G1,1912.0,C2,8
Director_231589,G1,1935.0,C1,28
Director_232123,G1,1922.0,C21,3
Director_1866593,G2,1974.0,C7,3
Director_232312,G1,1950.0,C10,1
Director_232422,G1,1943.0,C7,1
Director_232429,G1,1975.0,C2,1
Director_232474,G1,1953.0,C1,1
Director_232478,G1,1973.0,C2,5
Director_232504,G1,1927.0,C17,5
Director_232890,G1,1941.0,C7,1
Director_1867018,G2,1937.0,C7,2
Director_233231,G1,1892.0,C7,4
Director_233347,G1,1974.0,C7,1
Director_233403,G1,1959.0,C1,1
Director_233794,G1,1961.0,C2,8
Director_233849,G1,1949.0,C10,8
Director_1867452,G2,1963.0,C2,1
Director_233935,G1,1966.0,C2,1
Director_1867590,G2,1958.0,C45,1
Director_234143,G1,1978.0,C7,2
Director_234193,G1,1974.0,C86,4
Director_234221,G1,1966.0,C7,1
Director_234278,G1,1961.0,C10,8
Director_234320,G1,1895.0,C7,13
Director_234468,G1,1973.0,C7,6
Director_234486,G1,1918.0,C44,1
Director_234520,G1,1958.0,C26,3
Director_234733,G1,1874.0,C2,6
Director_234956,G1,1927.0,C2,24
Director_235059,G1,1984.0,C7,1
Director_235119,G1,1969.0,C7,1
Director_235157,G1,1926.0,C17,1
Director_235304,G1,1936.0,C21,2
Director_235329,G1,1978.0,C7,1
Director_235412,G1,1959.0,C55,5
Director_235699,G1,1920.0,C6,3
Director_235585,G1,1961.0,C17,4
Director_235593,G1,1959.0,C7,1
Director_235598,G1,1941.0,C38,1
Director_235605,G1,1897.0,C17,49
Director_235720,G1,1921.0,C17,5
Director_235856,G1,1961.0,C55,1
Director_236090,G1,1973.0,C7,3
Director_236099,G1,1963.0,C7,1
Director_236181,G1,1960.0,C87,4
Director_236326,G1,1960.0,C2,8
Director_236665,G1,1962.0,C1,1
Director_236710,G1,1918.0,C2,4
Director_236797,G1,1978.0,C7,2
Director_236832,G1,1942.0,C7,3
Director_236842,G1,1963.0,C7,1
Director_237128,G1,1914.0,C26,11
Director_237184,G1,1950.0,C10,1
Director_237278,G1,1939.0,C53,40
Director_237287,G1,1987.0,C7,4
Director_237289,G1,1979.0,C53,1
Director_1869362,G2,1955.0,C85,3
Director_237346,G1,1906.0,C31,48
Director_237370,G1,1946.0,C7,12
Director_237402,G1,1929.0,C7,10
Director_237440,G1,1943.0,C21,6
Director_237481,G1,1952.0,C21,5
Director_237580,G1,1930.0,C7,1
Director_237657,G1,1954.0,C7,1
Director_237890,G1,1943.0,C7,2
Director_237893,G1,1883.0,C7,4
Director_1869826,G2,1969.0,C7,1
Director_238172,G1,1929.0,C7,1
Director_238286,G1,1957.0,C17,2
Director_238502,G1,1963.0,C2,3
Director_238572,G1,1971.0,C7,1
Director_238614,G1,1899.0,C123,1
Director_238721,G1,1962.0,C2,6
Director_238728,G1,1947.0,C18,2
Director_238919,G1,1968.0,C7,2
Director_238973,G1,1932.0,C7,3
Director_1870464,G2,1911.0,C6,2
Director_239384,G1,1941.0,C72,1
Director_239387,G1,1927.0,C72,11
Director_239556,G1,1972.0,C7,7
Director_239708,G1,1912.0,C7,5
Director_239812,G1,1937.0,C18,1
Director_239876,G1,1890.0,C18,2
Director_240139,G1,1950.0,C18,7
Director_1871211,G2,1982.0,C7,1
Director_240284,G1,1964.0,C7,1
Director_240570,G1,1969.0,C7,6
Director_240669,G1,1930.0,C2,1
Director_240705,G1,1957.0,C7,10
Director_240764,G1,1963.0,C55,5
Director_240767,G1,1961.0,C7,1
Director_240861,G1,1972.0,C86,3
Director_240954,G1,1987.0,C32,1
Director_240958,G1,1932.0,C17,26
Director_241001,G1,1906.0,C2,20
Director_241053,G1,1956.0,C2,3
Director_1871658,G2,1967.0,C33,5
Director_1871837,G2,1943.0,C21,6
Director_1871918,G2,1979.0,C40,1
Director_241396,G1,1929.0,C4,6
Director_241565,G1,1954.0,C7,3
Director_241634,G1,1948.0,C7,21
Director_241724,G1,1946.0,C7,1
Director_241728,G1,1973.0,C10,1
Director_1872239,G2,1961.0,C7,1
Director_241852,G1,1985.0,C7,1
Director_241866,G1,1925.0,C17,4
Director_241951,G1,1952.0,C24,4
Director_241992,G1,1911.0,C7,2
Director_242413,G1,1907.0,C7,46
Director_242486,G1,1936.0,C7,2
Director_242761,G1,1967.0,C53,1
Director_242915,G1,1934.0,C9,1
Director_242974,G1,1962.0,C53,8
Director_243056,G1,1925.0,C49,29
Director_243085,G1,1927.0,C26,10
Director_1873081,G2,1973.0,C55,4
Director_243272,G1,1974.0,C7,1
Director_243337,G1,1949.0,C7,1
Director_1873221,G2,1961.0,C53,1
Director_243590,G1,1970.0,C26,1
Director_243707,G1,1957.0,C26,3
Director_243743,G1,1931.0,C2,2
Director_243746,G1,1950.0,C4,1
Director_244108,G1,1973.0,C7,2
Director_244363,G1,1955.0,C7,4
Director_1873752,G2,1976.0,C2,3
Director_244409,G1,1986.0,C7,1
Director_244414,G1,1982.0,C17,2
Director_244438,G1,1972.0,C7,2
Director_244440,G1,1930.0,C7,7
Director_244502,G1,1957.0,C2,1
Director_244522,G1,1948.0,C2,4
Director_1873842,G2,1936.0,C10,1
Director_244583,G1,1982.0,C10,1
Director_244728,G1,1941.0,C7,1
Director_244878,G1,1956.0,C7,1
Director_245205,G1,1956.0,C7,4
Director_245209,G1,1985.0,C10,1
Director_245716,G1,1974.0,C7,1
Director_245848,G1,1884.0,C7,1
Director_246253,G1,1979.0,C7,2
Director_246260,G1,1904.0,C44,8
Director_246267,G1,1908.0,C2,1
Director_246421,G1,1958.0,C26,1
Director_246614,G1,1965.0,C7,11
Director_246643,G1,1947.0,C17,3
Director_246773,G1,1974.0,C7,1
Director_246816,G1,1985.0,C7,1
Director_246821,G1,1944.0,C1,2
Director_246899,G1,1947.0,C21,4
Director_246967,G1,1960.0,C21,2
Director_247022,G1,1935.0,C21,6
Director_247025,G1,1947.0,C21,4
Director_247042,G1,1937.0,C21,7
Director_247153,G1,1945.0,C7,15
Director_247189,G1,1980.0,C7,1
Director_247235,G1,1974.0,C7,1
Director_1875411,G2,1960.0,C2,4
Director_247298,G1,1963.0,C84,1
Director_247500,G1,1948.0,C7,1
Director_247676,G1,1977.0,C1,1
Director_247822,G1,1939.0,C17,1
Director_247836,G1,1933.0,C2,6
Director_248273,G1,1888.0,C7,1
Director_248396,G1,1874.0,C17,2
Director_248468,G1,1939.0,C7,1
Director_248515,G1,1981.0,C7,3
Director_248647,G1,1986.0,C10,1
Director_248982,G1,1975.0,C7,5
Director_249490,G1,1902.0,C26,16
Director_249635,G1,1958.0,C109,7
Director_249673,G1,1985.0,C7,1
Director_249688,G1,1929.0,C7,15
Director_249690,G1,1959.0,C7,7
Director_1876626,G2,1965.0,C7,3
Director_1876627,G2,1970.0,C7,1
Director_249718,G1,1966.0,C2,1
Director_249792,G1,1945.0,C84,2
Director_250007,G1,1958.0,C7,1
Director_250056,G1,1929.0,C40,1
Director_250447,G1,1942.0,C53,1
Director_250561,G1,1973.0,C53,2
Director_250782,G1,1906.0,C17,1
Director_250785,G1,1913.0,C17,13
Director_250937,G1,1938.0,C17,37
Director_251000,G1,1944.0,C21,4
Director_251010,G1,1953.0,C17,4
Director_1877411,G2,1969.0,C7,1
Director_251458,G1,1943.0,C73,4
Director_251869,G1,1976.0,C73,1
Director_252014,G1,1947.0,C7,11
Director_252043,G1,1914.0,C7,56
Director_252164,G1,1951.0,C136,1
Director_252395,G1,1972.0,C1,1
Director_252586,G1,1970.0,C7,10
Director_252900,G1,1924.0,C53,2
Director_252964,G1,1973.0,C1,1
Director_253390,G1,1985.0,C7,1
Director_253596,G1,1969.0,C7,5
Director_253622,G1,1934.0,C7,25
Director_253633,G1,1924.0,C7,7
Director_253921,G1,1957.0,C26,10
Director_254033,G1,1964.0,C26,8
Director_254166,G1,1967.0,C2,1
Director_254368,G1,1949.0,C24,4
Director_254406,G1,1953.0,C2,5
Director_254610,G1,1897.0,C21,18
Director_254619,G1,1950.0,C21,1
Director_254627,G1,1944.0,C21,6
Director_254680,G1,1931.0,C2,14
Director_254918,G1,1965.0,C26,1
Director_254987,G1,1920.0,C17,1
Director_1879703,G2,1933.0,C17,13
Director_255044,G1,1975.0,C7,4
Director_255112,G1,1957.0,C24,1
Director_255424,G1,1974.0,C10,1
Director_255431,G1,1923.0,C26,1
Director_255479,G1,1909.0,C2,26
Director_255569,G1,1911.0,C2,1
Director_255635,G1,1937.0,C2,13
Director_255870,G1,1981.0,C55,1
Director_256010,G1,1967.0,C1,1
Director_256049,G1,1927.0,C2,1
Director_256084,G1,1965.0,C17,3
Director_256298,G1,1968.0,C7,5
Director_256341,G1,1898.0,C7,15
Director_256367,G1,1963.0,C72,2
Director_1880530,G2,1949.0,C8,3
Director_256624,G1,1906.0,C23,4
Director_256675,G1,1905.0,C17,1
Director_256753,G1,1938.0,C17,6
Director_256756,G1,1960.0,C7,7
Director_256805,G1,1972.0,C17,2
Director_256837,G1,1922.0,C17,3
Director_256961,G1,1913.0,C39,4
Director_256979,G1,1931.0,C26,15
Director_257201,G1,1960.0,C17,1
Director_257250,G1,1933.0,C20,3
Director_257550,G1,1986.0,C7,3
Director_1881224,G2,1947.0,C125,3
Director_257735,G1,1980.0,C69,1
Director_257769,G1,1967.0,C1,1
Director_257858,G1,1976.0,C1,2
Director_258089,G1,1981.0,C7,2
Director_258235,G1,1920.0,C17,1
Director_258295,G1,1957.0,C7,1
Director_258596,G1,1929.0,C17,7
Director_258797,G1,1971.0,C7,1
Director_259048,G1,1959.0,C60,5
Director_259204,G1,1958.0,C2,6
Director_259311,G1,1930.0,C2,59
Director_259321,G1,1910.0,C50,1
Director_1882238,G2,1960.0,C236,11
Director_259639,G1,1968.0,C26,5
Director_259759,G1,1917.0,C26,35
Director_1882417,G2,1931.0,C9,1
Director_259922,G1,1926.0,C12,19
Director_260135,G1,1984.0,C7,3
Director_260138,G1,1980.0,C7,1
Director_260537,G1,1931.0,C91,2
Director_260551,G1,1956.0,C19,2
Director_1882779,G2,1952.0,C12,1
Director_260811,G1,1884.0,C7,2
Director_260960,G1,1957.0,C7,1
Director_261054,G1,1972.0,C10,1
Director_261162,G1,1969.0,C7,1
Director_261276,G1,1928.0,C7,1
Director_261279,G1,1926.0,C7,2
Director_261368,G1,1970.0,C10,2
Director_261586,G1,1969.0,C7,1
Director_261874,G1,1921.0,C7,3
Director_261897,G1,1923.0,C7,1
Director_1883454,G2,1919.0,C7,1
Director_261961,G1,1966.0,C7,2
