actor.id,actor.gender,actor.birth_year,actor.birth_country,actor.tf.movie_actor
Actor_2157063,G2,1875,C12,79
Actor_334081,G1,1939,C70,7
Actor_2192707,G2,1987,C60,1
Actor_564817,G1,1968,C31,2
Actor_1837635,G2,1916,C2,1
Actor_37078,G1,1945,C2,10
Actor_291667,G1,1926,C2,41
Actor_251153,G1,1946,C3,1
Actor_1776923,G2,1959,C58,10
Actor_2349256,G2,1959,C2,18
Actor_2073951,G2,1969,C3,15
Actor_2516911,G2,1935,C2,10
Actor_252671,G1,1975,C43,2
Actor_495691,G1,1921,C2,8
Actor_434171,G1,1932,C12,4
Actor_1544287,G1,1935,C5,10
Actor_2559265,G2,1977,C10,1
Actor_885284,G1,1967,C2,10
Actor_307640,G1,1892,C2,32
Actor_1917573,G2,1915,C2,23
Actor_761235,G1,1931,C2,91
Actor_113512,G1,1912,C2,20
Actor_1458827,G1,1970,C2,1
Actor_1406185,G1,1969,C60,1
Actor_1329592,G1,1899,C47,2
Actor_1423210,G1,1961,C2,8
Actor_815734,G1,1979,C47,8
Actor_1898320,G2,1940,C9,26
Actor_1550536,G1,1981,C2,4
Actor_950375,G1,1970,C12,10
Actor_1635477,G1,1946,C19,12
Actor_561331,G1,1943,C2,99
Actor_1270091,G1,1906,C12,28
Actor_643643,G1,1960,C12,7
Actor_1501572,G1,1948,C18,16
Actor_485538,G1,1940,C12,116
Actor_2398565,G2,1982,C9,29
Actor_939751,G1,1921,C104,19
Actor_669184,G1,1886,C18,74
Actor_1985120,G2,1965,C2,9
Actor_918532,G1,1906,C12,26
Actor_168182,G1,1932,C12,1
Actor_1271836,G1,1964,C69,7
Actor_144947,G1,1955,C2,2
Actor_2510831,G2,1970,C71,1
Actor_1885015,G2,1957,C2,26
Actor_134821,G1,1962,C180,2
Actor_1094132,G1,1954,C2,18
Actor_362804,G1,1945,C35,4
Actor_819323,G1,1971,C25,1
Actor_1244285,G1,1966,C2,12
Actor_1625038,G1,1967,C3,4
Actor_1915711,G2,1973,C9,5
Actor_482125,G1,1943,C35,8
Actor_734253,G1,1903,C2,63
Actor_146614,G1,1936,C10,17
Actor_1304405,G1,1978,C2,1
Actor_2433209,G2,1990,C10,2
Actor_1943519,G2,1953,C36,1
Actor_787593,G1,1981,C19,2
Actor_628484,G1,1987,C4,2
Actor_423075,G1,1909,C12,16
Actor_889101,G1,1952,C112,2
Actor_989427,G1,1961,C3,13
Actor_2588521,G2,1943,C69,6
Actor_2566289,G2,1926,C2,21
Actor_1298156,G1,1926,C42,4
Actor_2576652,G2,1910,C18,10
Actor_2015157,G2,1968,C43,6
Actor_1898911,G2,1964,C22,3
Actor_1617927,G1,1946,C2,16
Actor_247597,G1,1963,C2,3
Actor_285139,G1,1971,C36,8
Actor_1824789,G2,1910,C2,12
Actor_1894465,G2,1905,C2,5
Actor_1904146,G2,1986,C12,2
Actor_1049597,G1,1934,C2,15
Actor_1898426,G2,1969,C12,6
Actor_2320792,G2,1933,C2,7
Actor_1783957,G2,1969,C2,3
Actor_614407,G1,1925,C90,13
Actor_1488835,G1,1963,C180,29
Actor_2665082,G2,1889,C2,2
Actor_2661394,G2,1978,C10,4
Actor_1298850,G1,1939,C9,45
Actor_2391103,G2,1976,C2,8
Actor_2272390,G2,1970,C12,7
Actor_1221289,G1,1902,C2,65
Actor_1623718,G1,1978,C3,8
Actor_1277051,G1,1968,C2,3
Actor_1824384,G2,1963,C36,8
Actor_533469,G1,1940,C84,63
Actor_2135173,G2,1963,C2,10
Actor_346827,G1,1955,C11,1
Actor_890927,G1,1942,C12,3
Actor_1907028,G2,1955,C4,2
Actor_1002263,G1,1973,C2,3
Actor_444495,G1,1898,C2,112
Actor_1125965,G1,1926,C5,24
Actor_666560,G1,1933,C3,28
Actor_2133377,G2,1970,C10,7
Actor_1220186,G1,1976,C2,2
Actor_1152246,G1,1934,C25,1
Actor_2603942,G2,1988,C10,8
Actor_1717196,G1,1919,C12,12
Actor_249301,G1,1974,C2,3
Actor_1224767,G1,1975,C12,2
Actor_1480818,G1,1968,C2,2
Actor_1041941,G1,1976,C44,5
Actor_1473898,G1,1965,C18,2
Actor_2625009,G2,1957,C36,3
Actor_1421814,G1,1955,C12,13
Actor_903935,G1,1917,C2,12
Actor_1985930,G2,1987,C2,4
Actor_1550374,G1,1926,C12,2
Actor_594410,G1,1918,C12,28
Actor_513469,G1,1887,C2,80
Actor_1459750,G1,1885,C2,32
Actor_2576186,G2,1972,C2,2
Actor_569882,G1,1862,C67,12
Actor_719180,G1,1970,C2,1
Actor_2657417,G2,1959,C12,2
Actor_1490279,G1,1959,C44,5
Actor_2418010,G2,1954,C5,15
Actor_1567467,G1,1932,C104,7
Actor_858700,G1,1952,C71,25
Actor_385304,G1,1883,C2,102
Actor_2218417,G2,1971,C11,4
Actor_1358469,G1,1929,C43,5
Actor_568270,G1,1955,C31,3
Actor_1115952,G1,1961,C9,25
Actor_1381333,G1,1960,C2,4
Actor_2337610,G2,1969,C36,4
Actor_2507380,G2,1960,C31,38
Actor_1858163,G2,1959,C9,2
Actor_579073,G1,1929,C2,9
Actor_1408488,G1,1903,C5,60
Actor_1378955,G1,1944,C19,12
Actor_1565123,G1,1903,C90,13
Actor_69570,G1,1924,C5,17
Actor_963897,G1,1969,C2,9
Actor_1732116,G1,1963,C49,10
Actor_1858104,G2,1890,C2,10
Actor_1731420,G1,1939,C2,7
Actor_1065994,G1,1943,C2,39
Actor_1619193,G1,1932,C9,48
Actor_1930715,G2,1979,C2,25
Actor_354158,G1,1979,C2,8
Actor_403726,G1,1934,C5,116
Actor_288429,G1,1987,C2,5
Actor_2362229,G2,1939,C31,42
Actor_2246617,G2,1977,C4,3
Actor_799576,G1,1982,C12,1
Actor_2108492,G2,1990,C2,2
Actor_2061360,G2,1908,C10,12
Actor_2233144,G2,1979,C2,3
Actor_283181,G1,1960,C2,21
Actor_2292056,G2,1936,C25,9
Actor_1793864,G2,1939,C12,11
Actor_1879794,G2,1938,C10,45
Actor_827221,G1,1933,C25,12
Actor_1803451,G2,1924,C22,6
Actor_2408684,G2,1940,C2,7
Actor_1049129,G1,1970,C2,3
Actor_1336327,G1,1972,C2,11
Actor_66291,G1,1930,C2,36
Actor_826605,G1,1988,C9,12
Actor_203123,G1,1905,C18,6
Actor_191048,G1,1975,C12,1
Actor_386411,G1,1960,C2,7
Actor_1772112,G2,1968,C2,12
Actor_2656918,G2,1947,C4,12
Actor_1224329,G1,1948,C36,1
Actor_1631851,G1,1933,C31,52
Actor_159901,G1,1958,C2,2
Actor_256236,G1,1878,C2,23
Actor_1322114,G1,1976,C2,7
Actor_1440106,G1,1977,C44,10
Actor_112912,G1,1927,C12,12
Actor_1789989,G2,1961,C12,6
Actor_2126201,G2,1936,C5,8
Actor_2684500,G2,1931,C25,12
Actor_2117324,G2,1901,C47,20
Actor_617029,G1,1932,C14,11
Actor_1846926,G2,1979,C2,13
Actor_1837719,G2,1913,C2,23
Actor_1098328,G1,1941,C12,13
Actor_1874843,G2,1901,C12,1
Actor_1335846,G1,1944,C2,20
Actor_1553448,G1,1938,C18,3
Actor_2229603,G2,1947,C36,5
Actor_1460781,G1,1964,C2,4
Actor_2440784,G2,1972,C2,1
Actor_1689894,G1,1897,C2,17
Actor_238994,G1,1922,C2,3
Actor_2411028,G2,1981,C19,2
Actor_2026579,G2,1925,C43,7
Actor_1954427,G2,1953,C69,1
Actor_1552528,G1,1970,C2,6
Actor_1310668,G1,1917,C19,1
Actor_591429,G1,1964,C36,11
Actor_733821,G1,1926,C2,60
Actor_31848,G1,1949,C3,22
Actor_2291096,G2,1900,C2,7
Actor_793786,G1,1916,C12,67
Actor_1631722,G1,1953,C10,6
Actor_2671257,G2,1957,C2,7
Actor_103138,G1,1884,C2,53
Actor_1832526,G2,1971,C2,15
Actor_1493971,G1,1919,C2,36
Actor_1692772,G1,1969,C4,1
Actor_747309,G1,1953,C2,171
Actor_1367500,G1,1964,C2,3
Actor_1180130,G1,1971,C84,1
Actor_2641627,G2,1969,C12,2
Actor_212405,G1,1892,C2,22
Actor_1879180,G2,1956,C12,34
Actor_2100255,G2,1979,C36,1
Actor_297202,G1,1988,C2,1
Actor_485864,G1,1867,C2,4
Actor_2634055,G2,1980,C15,5
Actor_1825989,G2,1967,C74,2
Actor_699144,G1,1947,C12,2
Actor_832664,G1,1968,C156,5
Actor_2068034,G2,1988,C2,7
Actor_1145223,G1,1891,C4,316
Actor_1639131,G1,1927,C2,1
Actor_799921,G1,1968,C12,6
Actor_1045951,G1,1974,C2,20
Actor_7793,G1,1972,C44,9
Actor_964465,G1,1950,C2,14
Actor_2106386,G2,1957,C3,1
Actor_82293,G1,1963,C40,3
Actor_2674463,G2,1951,C44,2
Actor_1324058,G1,1979,C2,5
Actor_2032704,G2,1926,C2,5
Actor_2135170,G2,1936,C12,25
Actor_2522648,G2,1933,C35,6
Actor_269784,G1,1941,C2,8
Actor_131796,G1,1938,C2,24
Actor_899362,G1,1870,C2,184
Actor_1020191,G1,1957,C2,34
Actor_898692,G1,1985,C19,3
Actor_2047185,G2,1919,C2,29
Actor_1215548,G1,1902,C2,129
Actor_2426410,G2,1966,C14,2
Actor_1451619,G1,1972,C2,5
Actor_2090727,G2,1934,C2,20
Actor_1352506,G1,1939,C2,3
Actor_2471009,G2,1971,C2,15
Actor_366567,G1,1959,C3,1
Actor_2593225,G2,1982,C40,1
Actor_237984,G1,1958,C2,11
Actor_1701862,G1,1951,C12,1
Actor_348522,G1,1928,C2,10
Actor_2408354,G2,1953,C12,3
Actor_1755936,G2,1917,C2,51
Actor_532133,G1,1937,C2,19
Actor_2599790,G2,1979,C2,9
Actor_1279430,G1,1944,C2,35
Actor_213637,G1,1949,C2,11
Actor_1235485,G1,1929,C9,98
Actor_2508935,G2,1963,C10,15
Actor_1179216,G1,1982,C2,1
Actor_825497,G1,1923,C2,17
Actor_1625943,G1,1960,C12,15
Actor_2518560,G2,1968,C10,7
Actor_1585260,G1,1977,C12,3
Actor_2092554,G2,1941,C2,9
Actor_961288,G1,1914,C5,34
Actor_397818,G1,1879,C2,93
Actor_76323,G1,1948,C19,7
Actor_1197127,G1,1931,C5,11
Actor_1023187,G1,1957,C3,5
Actor_1297752,G1,1984,C5,3
Actor_1410331,G1,1896,C10,17
Actor_881104,G1,1935,C489,3
Actor_2663995,G2,1979,C82,1
Actor_2315283,G2,1923,C2,36
Actor_2681574,G2,1985,C2,1
Actor_1699174,G1,1970,C2,2
Actor_2417187,G2,1904,C70,5
Actor_1828043,G2,1972,C3,2
Actor_1269070,G1,1977,C10,1
Actor_2278712,G2,1911,C12,21
Actor_2492691,G2,1928,C5,26
Actor_1447286,G1,1974,C10,7
Actor_1222214,G1,1930,C12,18
Actor_403175,G1,1932,C2,12
Actor_1212168,G1,1953,C2,18
Actor_836499,G1,1973,C44,12
Actor_581707,G1,1973,C5,7
Actor_1922797,G2,1978,C3,3
Actor_895406,G1,1920,C2,1
Actor_127170,G1,1974,C2,4
Actor_2291780,G2,1941,C2,3
Actor_1673443,G1,1971,C2,11
Actor_1022099,G1,1985,C2,6
Actor_433090,G1,1928,C60,13
Actor_494515,G1,1959,C2,9
Actor_2517696,G2,1981,C2,1
Actor_2579272,G2,1935,C58,8
Actor_477636,G1,1955,C10,8
Actor_1927824,G2,1986,C2,6
Actor_892521,G1,1969,C39,4
Actor_103164,G1,1948,C24,13
Actor_1124304,G1,1969,C2,1
Actor_1250465,G1,1981,C2,2
Actor_101830,G1,1924,C12,17
Actor_960479,G1,1933,C25,46
Actor_175414,G1,1939,C2,9
Actor_886997,G1,1954,C112,6
Actor_620851,G1,1957,C11,6
Actor_2693306,G2,1978,C9,9
Actor_1835177,G2,1961,C42,2
Actor_2441880,G2,1952,C2,6
Actor_432260,G1,1957,C5,19
Actor_1749911,G2,1925,C5,27
Actor_2418340,G2,1882,C2,16
Actor_1893827,G2,1930,C10,4
Actor_74922,G1,1924,C5,46
Actor_1476567,G1,1903,C10,3
Actor_226058,G1,1953,C2,5
Actor_1036278,G1,1894,C2,58
Actor_701900,G1,1958,C9,19
Actor_1917894,G2,1958,C2,19
Actor_1888559,G2,1948,C112,1
Actor_1329849,G1,1950,C2,10
Actor_434292,G1,1916,C2,19
Actor_174459,G1,1988,C12,1
Actor_105143,G1,1966,C31,15
Actor_1101526,G1,1978,C3,1
Actor_1241413,G1,1947,C2,21
Actor_1774365,G2,1960,C2,4
Actor_2159046,G2,1966,C11,5
Actor_1149368,G1,1949,C2,8
Actor_1638909,G1,1954,C36,13
Actor_583746,G1,1912,C2,15
Actor_2555284,G2,1961,C2,2
Actor_358911,G1,1889,C22,183
Actor_164477,G1,1955,C9,3
Actor_1096451,G1,1979,C58,8
Actor_1620352,G1,1922,C58,13
Actor_869513,G1,1952,C2,33
Actor_1845366,G2,1917,C12,1
Actor_171761,G1,1956,C2,1
Actor_1514515,G1,1933,C12,34
Actor_947057,G1,1970,C27,5
Actor_1091033,G1,1945,C71,2
Actor_936342,G1,1921,C10,20
Actor_1173033,G1,1973,C2,2
Actor_311842,G1,1922,C2,74
Actor_25683,G1,1928,C104,27
Actor_1000710,G1,1974,C36,5
Actor_2229269,G2,1976,C2,2
Actor_37138,G1,1923,C12,14
Actor_254952,G1,1942,C2,42
Actor_2567234,G2,1923,C2,33
Actor_2314942,G2,1954,C10,9
Actor_123556,G1,1926,C12,7
Actor_28271,G1,1935,C2,12
Actor_2168565,G2,1940,C18,56
Actor_1430921,G1,1992,C2,3
Actor_1848880,G2,1938,C12,2
Actor_1203364,G1,1940,C36,11
Actor_366464,G1,1974,C65,4
Actor_1124310,G1,1904,C2,25
Actor_821312,G1,1979,C2,11
Actor_2472204,G2,1990,C36,2
Actor_1692805,G1,1967,C2,2
Actor_2671167,G2,1981,C2,3
Actor_91571,G1,1936,C10,13
Actor_1856795,G2,1956,C12,4
Actor_1602121,G1,1957,C12,1
Actor_2696516,G2,1964,C12,4
Actor_1885540,G2,1965,C2,1
Actor_871061,G1,1895,C5,32
Actor_917059,G1,1926,C2,24
Actor_698151,G1,1985,C2,1
Actor_1089962,G1,1889,C32,13
Actor_2560921,G2,1925,C2,37
Actor_2355502,G2,1971,C25,2
Actor_44869,G1,1922,C84,2
Actor_1764784,G2,1974,C58,3
Actor_1517894,G1,1957,C4,14
Actor_2439198,G2,1940,C70,12
Actor_2229321,G2,1942,C2,19
Actor_570544,G1,1959,C43,8
Actor_480222,G1,1967,C2,6
Actor_1937753,G2,1958,C2,6
Actor_867795,G1,1936,C2,9
Actor_1204055,G1,1961,C14,21
Actor_720451,G1,1967,C40,12
Actor_147066,G1,1909,C47,50
Actor_2034748,G2,1969,C10,1
Actor_1383163,G1,1964,C2,16
Actor_1276853,G1,1926,C2,5
Actor_1092965,G1,1939,C2,26
Actor_728436,G1,1965,C72,1
Actor_251165,G1,1914,C42,41
Actor_877431,G1,1965,C2,14
Actor_1126180,G1,1921,C2,24
Actor_820868,G1,1941,C64,4
Actor_1256267,G1,1964,C2,5
Actor_484487,G1,1971,C2,11
Actor_1872106,G2,1970,C2,6
Actor_1533708,G1,1940,C2,3
Actor_1242996,G1,1929,C3,3
Actor_1946745,G2,1957,C2,11
Actor_900339,G1,1932,C2,6
Actor_1643804,G1,1930,C2,16
Actor_841873,G1,1953,C10,36
Actor_1859217,G2,1969,C2,3
Actor_965192,G1,1945,C22,7
Actor_920949,G1,1940,C22,3
Actor_2270346,G2,1960,C180,9
Actor_2514800,G2,1936,C18,10
Actor_284323,G1,1879,C3,6
Actor_1257060,G1,1949,C11,5
Actor_928147,G1,1952,C35,1
Actor_1085609,G1,1907,C104,3
Actor_910058,G1,1954,C14,21
Actor_160160,G1,1914,C2,21
Actor_2308813,G2,1985,C168,2
Actor_842393,G1,1939,C10,25
Actor_2110622,G2,1967,C18,20
Actor_933437,G1,1934,C35,4
Actor_2374298,G2,1932,C60,33
Actor_1418860,G1,1964,C2,3
Actor_1937885,G2,1924,C2,46
Actor_2090734,G2,1977,C2,22
Actor_2439544,G2,1971,C3,1
Actor_228980,G1,1934,C12,45
Actor_2562086,G2,1974,C11,2
Actor_194340,G1,1850,C2,14
Actor_440032,G1,1962,C25,2
Actor_993255,G1,1990,C2,4
Actor_442903,G1,1944,C47,6
Actor_488830,G1,1926,C12,62
Actor_256741,G1,1945,C121,2
Actor_959918,G1,1982,C12,1
Actor_2687998,G2,1936,C25,7
Actor_808962,G1,1971,C12,1
Actor_2037895,G2,1972,C2,26
Actor_1026675,G1,1967,C12,1
Actor_272880,G1,1941,C2,17
Actor_1408768,G1,1978,C2,3
Actor_608517,G1,1928,C5,50
Actor_1683220,G1,1963,C2,1
Actor_35754,G1,1952,C31,9
Actor_1598986,G1,1950,C2,1
Actor_2072504,G2,1953,C40,9
Actor_2422015,G2,1974,C5,1
Actor_944379,G1,1937,C2,31
Actor_2217523,G2,1964,C2,13
Actor_84135,G1,1976,C2,6
Actor_1264127,G1,1963,C2,2
Actor_94137,G1,1930,C2,12
Actor_1252257,G1,1892,C2,140
Actor_2506008,G2,1970,C2,8
Actor_1404611,G1,1927,C2,11
Actor_889596,G1,1945,C12,2
Actor_975194,G1,1943,C2,19
Actor_2372419,G2,1895,C2,72
Actor_2185232,G2,1975,C2,1
Actor_1105142,G1,1933,C10,14
Actor_359178,G1,1984,C2,5
Actor_1539359,G1,1922,C4,3
Actor_2305632,G2,1892,C2,61
Actor_1897156,G2,1852,C2,15
Actor_310243,G1,1937,C12,30
Actor_1394193,G1,1963,C2,45
Actor_1152512,G1,1974,C10,1
Actor_2295347,G2,1979,C58,4
Actor_935047,G1,1925,C12,15
Actor_1607385,G1,1960,C2,27
Actor_1898369,G2,1903,C4,5
Actor_2161741,G2,1964,C14,9
Actor_124184,G1,1966,C2,11
Actor_1172169,G1,1979,C65,2
Actor_107084,G1,1935,C12,14
Actor_2088772,G2,1956,C22,5
Actor_2232906,G2,1970,C40,1
Actor_301603,G1,1979,C2,2
Actor_1663093,G1,1922,C12,10
Actor_1585083,G1,1947,C2,26
Actor_2430437,G2,1964,C58,5
Actor_929318,G1,1923,C5,5
Actor_651453,G1,1925,C2,9
Actor_2104142,G2,1961,C12,1
Actor_2587243,G2,1979,C12,2
Actor_683934,G1,1964,C10,2
Actor_2178880,G2,1926,C2,5
Actor_557999,G1,1938,C10,4
Actor_2651934,G2,1966,C110,10
Actor_1112177,G1,1915,C2,10
Actor_1149222,G1,1912,C2,2
Actor_1108497,G1,1972,C25,1
Actor_2026757,G2,1956,C5,32
Actor_2136495,G2,1961,C25,2
Actor_317014,G1,1867,C2,5
Actor_2201639,G2,1971,C2,4
Actor_2169713,G2,1912,C10,6
Actor_543701,G1,1960,C2,20
Actor_2172271,G2,1949,C2,14
Actor_2315177,G2,1890,C12,20
Actor_478616,G1,1958,C12,4
Actor_496521,G1,1994,C2,1
Actor_154977,G1,1933,C145,3
Actor_573583,G1,1969,C40,1
Actor_2106490,G2,1958,C2,4
Actor_2115847,G2,1944,C2,3
Actor_1571690,G1,1964,C9,22
Actor_2217380,G2,1931,C2,26
Actor_178988,G1,1972,C2,3
Actor_705755,G1,1964,C22,2
Actor_1379646,G1,1974,C12,1
Actor_630253,G1,1941,C2,30
Actor_218426,G1,1932,C2,24
Actor_1372417,G1,1944,C2,30
Actor_995620,G1,1947,C2,47
Actor_502349,G1,1894,C2,18
Actor_109631,G1,1944,C2,11
Actor_2443300,G2,1979,C72,1
Actor_2630058,G2,1986,C9,3
Actor_2249832,G2,1940,C83,2
Actor_2297118,G2,1962,C31,1
Actor_2659232,G2,1940,C11,17
Actor_1656090,G1,1941,C10,1
Actor_419507,G1,1946,C2,7
Actor_1923976,G2,1962,C31,16
Actor_867434,G1,1933,C3,85
Actor_1702367,G1,1957,C22,27
Actor_2539363,G2,1914,C67,8
Actor_116649,G1,1979,C10,4
Actor_2481883,G2,1967,C9,12
Actor_2064755,G2,1967,C2,12
Actor_2469808,G2,1970,C2,1
Actor_1577045,G1,1963,C2,1
Actor_1783560,G2,1906,C12,31
Actor_505761,G1,1889,C2,4
Actor_193922,G1,1905,C12,7
Actor_527386,G1,1936,C3,9
Actor_841327,G1,1934,C2,11
Actor_147623,G1,1962,C2,12
Actor_1517459,G1,1952,C2,33
Actor_1579677,G1,1943,C104,12
Actor_336242,G1,1910,C2,59
Actor_639237,G1,1962,C9,1
Actor_2170374,G2,1975,C36,1
Actor_2199364,G2,1981,C24,3
Actor_348625,G1,1979,C2,2
Actor_410415,G1,1976,C4,9
Actor_748373,G1,1909,C12,5
Actor_45270,G1,1920,C2,12
Actor_2545321,G2,1955,C2,16
Actor_1443600,G1,1973,C9,2
Actor_2348235,G2,1905,C73,8
Actor_1338819,G1,1971,C2,7
Actor_202342,G1,1978,C2,4
Actor_1798263,G2,1948,C2,58
Actor_406391,G1,1928,C27,1
Actor_2227522,G2,1976,C5,27
Actor_1293402,G1,1970,C5,1
Actor_1949762,G2,1969,C5,37
Actor_1335974,G1,1964,C2,9
Actor_2316309,G2,1955,C2,32
Actor_2003590,G2,1890,C2,24
Actor_1364408,G1,1885,C2,11
Actor_1960761,G2,1960,C9,8
Actor_1356548,G1,1950,C10,11
Actor_1226063,G1,1933,C2,23
Actor_587753,G1,1948,C2,5
Actor_1687797,G1,1985,C2,2
Actor_188627,G1,1917,C2,40
Actor_1183225,G1,1949,C24,8
Actor_2437687,G2,1965,C14,3
Actor_2659025,G2,1977,C10,2
Actor_589709,G1,1920,C53,3
Actor_1958664,G2,1974,C35,1
Actor_1138153,G1,1970,C2,3
Actor_321836,G1,1867,C9,2
Actor_1368566,G1,1990,C9,5
Actor_1178615,G1,1942,C3,1
Actor_1231846,G1,1980,C36,2
Actor_1703768,G1,1943,C2,19
Actor_2396492,G2,1987,C2,9
Actor_1817423,G2,1952,C44,9
Actor_1909688,G2,1979,C2,27
Actor_2560470,G2,1982,C2,1
Actor_2002768,G2,1933,C2,3
Actor_2507622,G2,1983,C2,1
Actor_145849,G1,1978,C2,3
Actor_1643850,G1,1918,C2,5
Actor_794946,G1,1899,C2,52
Actor_71952,G1,1948,C2,20
Actor_417030,G1,1981,C4,3
Actor_437550,G1,1923,C2,8
Actor_2358311,G2,1957,C25,11
Actor_1425426,G1,1943,C2,50
Actor_1096193,G1,1973,C2,5
Actor_1342942,G1,1964,C12,4
Actor_1067279,G1,1907,C5,21
Actor_663675,G1,1981,C2,12
Actor_35375,G1,1959,C61,6
Actor_2493299,G2,1979,C5,30
Actor_1074067,G1,1888,C84,66
Actor_1662101,G1,1992,C2,5
Actor_1803540,G2,1932,C5,10
Actor_1531772,G1,1931,C2,23
Actor_2047939,G2,1982,C9,2
Actor_75118,G1,1969,C25,1
Actor_872529,G1,1968,C3,3
Actor_2291824,G2,1974,C12,20
Actor_831787,G1,1924,C25,27
Actor_1290472,G1,1975,C12,2
Actor_1303766,G1,1911,C12,6
Actor_1248298,G1,1905,C67,40
Actor_1842274,G2,1969,C2,8
Actor_2393702,G2,1966,C10,1
Actor_2543677,G2,1943,C2,8
Actor_214519,G1,1965,C2,1
Actor_1006922,G1,1976,C12,10
Actor_341505,G1,1977,C35,1
Actor_1214021,G1,1947,C19,1
Actor_227581,G1,1964,C9,38
Actor_1604666,G1,1933,C42,3
Actor_476626,G1,1927,C70,2
Actor_956848,G1,1928,C2,14
Actor_470073,G1,1980,C49,1
Actor_2570558,G2,1971,C11,3
Actor_1558065,G1,1948,C60,8
Actor_1403820,G1,1969,C2,3
Actor_2644759,G2,1980,C58,12
Actor_226379,G1,1970,C3,17
Actor_320271,G1,1908,C2,8
Actor_1033458,G1,1942,C2,28
Actor_1764252,G2,1954,C168,4
Actor_71350,G1,1939,C2,32
Actor_952484,G1,1933,C2,2
Actor_1162777,G1,1943,C44,19
Actor_292163,G1,1985,C42,1
Actor_1167867,G1,1971,C12,1
Actor_388094,G1,1954,C2,2
Actor_1685120,G1,1938,C2,58
Actor_972623,G1,1923,C5,12
Actor_2084948,G2,1909,C12,5
Actor_1566360,G1,1985,C12,1
Actor_1542676,G1,1942,C25,21
Actor_677990,G1,1919,C2,38
Actor_2338141,G2,1960,C2,11
Actor_645657,G1,1972,C25,3
Actor_1295990,G1,1925,C36,2
Actor_1059472,G1,1930,C2,3
Actor_2536427,G2,1976,C2,19
Actor_931515,G1,1880,C12,76
Actor_645280,G1,1979,C12,1
Actor_1017284,G1,1968,C9,1
Actor_183758,G1,1929,C2,16
Actor_202914,G1,1932,C58,31
Actor_2696865,G2,1989,C2,8
Actor_2634396,G2,1970,C85,18
Actor_1036911,G1,1885,C2,13
Actor_43482,G1,1976,C3,2
Actor_2210581,G2,1926,C7,3
Actor_1268834,G1,1940,C19,3
Actor_900546,G1,1949,C12,1
Actor_472024,G1,1938,C12,10
Actor_1052836,G1,1942,C12,6
Actor_866785,G1,1930,C10,34
Actor_1618435,G1,1964,C2,8
Actor_236665,G1,1962,C3,10
Actor_900089,G1,1922,C2,35
Actor_2681232,G2,1960,C12,1
Actor_403794,G1,1962,C12,2
Actor_2411551,G2,1984,C53,1
Actor_952130,G1,1922,C2,19
Actor_596066,G1,1944,C2,26
Actor_2531560,G2,1957,C12,1
Actor_819372,G1,1959,C25,6
Actor_936866,G1,1962,C4,4
Actor_579991,G1,1979,C77,8
Actor_899614,G1,1923,C24,6
Actor_1005724,G1,1980,C84,3
Actor_382330,G1,1881,C2,29
Actor_1925861,G2,1935,C35,21
Actor_1185064,G1,1956,C10,9
Actor_1590813,G1,1959,C3,3
Actor_623542,G1,1969,C2,3
Actor_1723976,G1,1925,C104,23
Actor_2253317,G2,1883,C2,3
Actor_450026,G1,1937,C12,11
Actor_1001075,G1,1943,C121,18
Actor_2366906,G2,1974,C10,10
Actor_1550391,G1,1931,C2,4
Actor_648308,G1,1910,C71,22
Actor_906269,G1,1972,C36,3
Actor_1514296,G1,1944,C2,13
Actor_2238352,G2,1957,C2,41
Actor_1060596,G1,1880,C2,24
Actor_2047476,G2,1969,C3,5
Actor_1902104,G2,1963,C36,3
Actor_1302019,G1,1944,C12,6
Actor_1671510,G1,1977,C9,2
Actor_1823936,G2,1944,C11,41
Actor_243449,G1,1970,C72,8
Actor_1042016,G1,1962,C4,3
Actor_242199,G1,1972,C12,4
Actor_1972217,G2,1896,C2,2
Actor_2459948,G2,1915,C2,1
Actor_803106,G1,1894,C2,19
Actor_697118,G1,1939,C2,8
Actor_210286,G1,1953,C89,16
Actor_2655961,G2,1919,C2,2
Actor_1807168,G2,1979,C2,1
Actor_2223967,G2,1918,C2,14
Actor_2675957,G2,1919,C17,3
Actor_2231381,G2,1967,C10,2
Actor_1132500,G1,1961,C25,3
Actor_1324551,G1,1955,C35,25
Actor_288059,G1,1943,C2,3
Actor_152456,G1,1901,C44,89
Actor_1005654,G1,1944,C2,11
Actor_2155054,G2,1967,C4,4
Actor_2006721,G2,1965,C10,35
Actor_1420316,G1,1973,C10,3
Actor_81361,G1,1904,C2,44
Actor_705809,G1,1981,C22,6
Actor_2501690,G2,1980,C36,2
Actor_230804,G1,1939,C18,2
Actor_1845100,G2,1949,C9,6
Actor_2493586,G2,1975,C3,1
Actor_2119748,G2,1988,C25,7
Actor_1325783,G1,1965,C3,2
Actor_2420681,G2,1963,C44,10
Actor_454635,G1,1969,C10,2
Actor_1959150,G2,1917,C2,22
Actor_1171987,G1,1887,C2,35
Actor_2672604,G2,1969,C2,4
Actor_1664588,G1,1870,C2,15
Actor_438070,G1,1984,C101,1
Actor_990245,G1,1924,C2,62
Actor_2529542,G2,1963,C12,19
Actor_2082172,G2,1971,C4,1
Actor_1130086,G1,1970,C31,6
Actor_1919568,G2,1937,C43,31
Actor_953968,G1,1962,C24,12
Actor_1164140,G1,1900,C35,14
Actor_1016983,G1,1926,C2,18
