hosts.host_id,hosts.host_since,hosts.host_response_time,hosts.host_response_rate,hosts.host_neighbourhood,hosts.tf_listings.host_id
18342563,2014,1,50,523,1
60914110,2016,3,100,812,2
24617203,2014,3,100,812,1
31956839,2015,3,94,934,1
465092,2011,3,100,474,1
5405942,2013,3,100,474,1
33186173,2015,3,100,934,1
925448,2011,2,100,523,1
5314667,2013,1,80,934,1
103461078,2016,3,100,978,1
107992939,2016,3,100,130,1
79307160,2016,2,100,1181,1
10562022,2013,1,60,978,2
27776394,2015,3,100,934,1
39596116,2015,3,100,1231,1
106124243,2016,1,100,809,1
30923962,2015,3,98,1245,1
23403023,2014,3,100,1841,1
89276664,2016,2,100,934,1
62815022,2016,2,98,809,1
663466,2011,3,100,809,1
11438473,2014,3,97,523,2
90602485,2016,1,70,812,1
40349275,2015,3,100,497,1
34869239,2015,1,75,758,1
25303228,2014,3,100,758,1
18101258,2014,3,100,1231,1
14046094,2014,2,100,1986,1
19392064,2014,5,0,812,1
111104687,2017,3,92,978,1
2435231,2012,2,100,1245,1
47962814,2015,2,100,1032,1
65026373,2016,3,90,1841,1
15851186,2014,2,100,497,1
352504,2011,2,90,578,1
75172410,2016,3,100,1181,1
4041108,2012,2,100,474,1
214258,2010,3,100,812,1
105811302,2016,1,95,497,1
84645550,2016,2,80,934,1
11055856,2014,3,100,758,1
78050850,2016,1,72,497,1
117629509,2017,2,100,474,1
8856887,2013,3,94,809,1
25748882,2015,2,100,934,1
51888705,2015,2,94,1231,1
83901399,2016,2,100,758,1
617199,2011,1,100,758,1
18810765,2014,3,100,978,1
77356691,2016,2,100,130,1
44896298,2015,3,100,792,1
3343982,2012,1,100,497,1
43720696,2015,1,100,934,1
41379922,2015,2,100,758,1
5953029,2013,3,100,1231,1
1297283,2011,3,100,60,1
66451619,2016,3,100,779,5
15222435,2014,1,56,172,4
70832446,2016,2,100,293,1
98028999,2016,3,91,172,3
2817100,2012,2,100,706,1
6361464,2013,1,100,293,1
58701239,2016,1,100,172,1
259088,2010,3,100,60,2
43870330,2015,3,92,172,2
110865,2010,3,100,583,4
2746573,2012,3,100,60,1
107011532,2016,3,100,60,7
32985213,2015,1,100,583,1
26369268,2015,2,97,172,4
102996147,2016,3,94,293,1
2310893,2012,3,100,706,1
12988407,2014,1,100,293,1
14149345,2014,1,70,706,2
31980035,2015,3,100,172,1
54310308,2016,3,98,91,1
110329981,2017,3,100,788,1
25132711,2014,3,97,293,6
86919873,2016,3,90,60,1
6100058,2013,2,100,788,1
3415864,2012,3,100,293,1
38031026,2015,3,100,91,1
427853,2011,3,100,293,1
110628801,2017,3,100,172,2
4221972,2012,3,97,583,1
19583485,2014,2,100,398,2
8690046,2013,3,100,91,4
33312312,2015,3,100,172,1
2499048,2012,3,100,1022,2
3779475,2012,3,100,91,2
25710835,2015,1,50,172,1
95314668,2016,3,100,172,1
16253626,2014,2,100,788,2
20015604,2014,3,100,293,1
1914882,2012,2,100,293,1
84867652,2016,2,100,172,1
54157014,2016,1,100,706,1
23142531,2014,3,100,172,2
96765004,2016,5,0,172,1
91231983,2016,3,100,788,4
1775224,2012,3,100,788,3
38025623,2015,5,33,172,1
34468822,2015,3,100,172,2
27729476,2015,2,90,583,2
17468574,2014,2,90,158,1
105897465,2016,2,100,293,1
7818548,2013,3,100,172,1
9031605,2013,1,84,809,4
12635327,2014,2,100,60,2
594579,2011,3,100,172,2
742371,2011,2,100,293,1
18653490,2014,2,100,293,2
5248047,2013,2,100,583,1
6930737,2013,1,100,172,1
87209969,2016,3,100,293,1
89539009,2016,2,100,583,1
21906728,2014,1,100,706,1
92475227,2016,3,100,60,1
425442,2011,3,90,172,1
7042097,2013,3,100,172,2
8061768,2013,1,90,60,1
3272189,2012,1,75,172,1
3196026,2012,2,90,172,1
43199,2009,3,100,293,1
1435642,2011,3,100,172,1
19542380,2014,3,100,172,1
97672150,2016,3,100,293,1
94744991,2016,3,100,172,1
39363398,2015,2,100,293,1
23036923,2014,2,100,172,1
5316984,2013,2,100,583,1
16421941,2014,3,100,604,3
74250826,2016,2,100,172,1
21579133,2014,1,100,172,1
12093024,2014,3,100,293,1
103430422,2016,1,75,293,1
105896315,2016,3,100,293,1
96850014,2016,3,77,172,1
42470086,2015,1,82,792,1
85429973,2016,3,100,788,1
15040316,2014,3,100,172,1
2815484,2012,1,70,172,3
48737520,2015,3,100,60,1
34198758,2015,2,100,172,1
8592575,2013,2,100,91,1
21078435,2014,3,100,583,2
72078505,2016,2,100,172,1
116367658,2017,3,100,788,1
3914739,2012,2,100,172,1
52068369,2015,2,67,172,1
5159168,2013,3,100,172,1
11549281,2014,2,100,172,1
27938013,2015,3,100,293,1
6840024,2013,5,0,365,1
3920449,2012,3,67,172,2
6322224,2013,1,100,172,1
4148678,2012,1,71,172,1
32053151,2015,2,100,378,1
6404462,2013,3,100,172,1
32286743,2015,3,100,91,1
77434224,2016,2,80,293,1
3565562,2012,3,100,172,1
42302635,2015,3,100,172,2
107739936,2016,2,100,60,1
15197173,2014,2,60,91,1
66941636,2016,3,100,706,1
105316142,2016,3,100,583,1
49597346,2015,3,100,172,1
48331971,2015,3,100,172,1
12464991,2014,3,100,172,1
33122694,2015,2,100,172,1
14228778,2014,1,100,172,1
7869578,2013,3,100,172,1
12754416,2014,3,88,172,1
802851,2011,2,86,293,1
77247189,2016,3,100,172,1
15550857,2014,3,100,91,1
17609889,2014,3,100,172,1
43564914,2015,3,100,172,1
5297554,2013,3,100,788,1
7236042,2013,2,90,293,1
10598553,2013,2,80,172,1
8666980,2013,3,100,172,2
17708841,2014,2,100,293,1
2430022,2012,3,100,365,1
46834683,2015,3,100,172,1
8297457,2013,2,100,809,2
13484472,2014,2,100,788,1
15836162,2014,2,73,648,1
82192,2010,3,100,583,1
10436065,2013,3,89,583,1
12178266,2014,3,100,172,1
85504220,2016,2,100,172,1
4088128,2012,5,0,172,1
79526870,2016,3,100,172,1
2598938,2012,2,100,172,1
3689177,2012,3,100,293,2
64912767,2016,2,85,293,1
14362544,2014,3,100,172,1
10343221,2013,3,100,293,1
25302525,2014,1,75,172,1
20159263,2014,2,100,172,1
46415548,2015,1,100,172,1
6302707,2013,3,100,293,1
818213,2011,2,100,60,1
2312317,2012,3,100,1207,1
83327648,2016,3,100,293,1
39724705,2015,2,100,706,1
2690474,2012,1,100,293,1
23938375,2014,2,100,172,1
15384746,2014,1,50,172,1
11767747,2014,3,100,172,1
1684831,2012,2,100,91,1
16862752,2014,1,100,172,1
93273719,2016,3,91,60,1
1730026,2012,1,90,293,2
30730221,2015,3,100,293,1
35815489,2015,3,100,293,1
9601086,2013,3,100,172,1
38698588,2015,3,96,365,1
80476987,2016,3,100,293,1
45727729,2015,2,100,293,1
7291044,2013,1,100,293,1
116968464,2017,2,100,172,1
83124895,2016,3,100,60,1
33270665,2015,3,100,172,1
1438135,2011,3,100,293,1
68820585,2016,2,100,583,1
119292,2010,3,100,706,1
99086905,2016,2,100,293,1
55025413,2016,3,100,60,1
7520210,2013,1,100,172,1
96638703,2016,1,100,60,1
58552742,2016,1,100,172,1
9009491,2013,3,100,172,1
7228332,2013,3,100,172,1
59612216,2016,3,100,172,1
106583211,2016,2,90,293,1
3451527,2012,3,100,60,1
26995213,2015,3,100,172,1
41529213,2015,3,96,367,1
13038220,2014,2,100,172,1
18320203,2014,3,100,293,1
44414291,2015,2,100,172,1
16528686,2014,3,100,172,1
94790425,2016,2,100,60,1
3522747,2012,3,92,172,2
54337856,2016,3,100,91,1
107361785,2016,2,100,706,1
98011784,2016,3,100,224,1
6568966,2013,2,100,1547,1
14849435,2014,5,0,1451,1
20023165,2014,1,70,1238,1
104336171,2016,2,100,224,1
20805174,2014,1,90,1072,1
3810279,2012,3,100,712,2
28162019,2015,3,100,224,1
115134975,2017,1,100,224,1
16100354,2014,3,100,609,1
83044236,2016,3,100,1237,1
4064792,2012,1,80,550,1
17365413,2014,3,100,1754,1
22526619,2014,3,100,224,2
92484712,2016,3,100,224,1
43144964,2015,2,90,881,1
4610310,2013,1,100,224,1
27550992,2015,3,100,1237,1
97962235,2016,2,100,1237,1
42313622,2015,2,100,1237,1
110780194,2017,3,100,224,1
1027472,2011,2,100,224,1
50916317,2015,3,100,224,1
54184847,2016,3,98,1237,4
9351533,2013,5,33,609,1
85461217,2016,3,67,1451,1
70489854,2016,3,100,224,1
25101584,2014,2,100,881,2
11595439,2014,3,100,224,1
68549289,2016,5,29,1237,1
58550203,2016,3,100,224,1
36847966,2015,2,100,1238,5
28184148,2015,1,100,609,1
30436573,2015,2,83,876,1
10658785,2013,3,100,1451,1
111899039,2017,3,100,224,1
826922,2011,1,100,580,1
13774091,2014,3,100,224,1
66077159,2016,3,100,1451,1
110066667,2017,2,100,967,2
106487321,2016,1,56,580,1
2464551,2012,1,100,881,1
1263555,2011,3,100,1238,1
109134462,2016,2,100,224,1
14637585,2014,1,100,1821,1
7956219,2013,1,80,224,1
28617059,2015,3,100,224,2
55376706,2016,2,100,881,1
19022337,2014,2,100,224,1
6284015,2013,3,100,609,1
84435579,2016,5,40,881,1
99628542,2016,3,100,881,3
36687417,2015,1,100,224,1
63565579,2016,2,100,224,1
7890508,2013,3,100,881,1
105632583,2016,1,50,1451,1
2417203,2012,2,92,1366,1
113432295,2017,3,100,1237,1
8531842,2013,1,90,224,2
22961290,2014,5,0,967,1
60875190,2016,3,94,224,3
53030094,2016,2,100,1237,1
15487631,2014,3,100,224,1
20970402,2014,3,96,224,1
537749,2011,2,100,1237,1
13190828,2014,2,100,1238,1
14072757,2014,2,100,1237,1
22041596,2014,3,97,1238,1
40177242,2015,1,100,609,1
114996977,2017,3,98,609,2
4630669,2013,2,100,881,1
113200714,2017,2,100,1238,1
21748801,2014,1,80,967,2
8707388,2013,3,100,224,1
15635349,2014,3,100,881,1
21015864,2014,3,100,1237,1
18894615,2014,2,100,609,1
1383749,2011,3,100,224,1
14690500,2014,3,100,224,1
88524585,2016,3,100,1754,1
106379540,2016,3,100,224,1
21485790,2014,2,100,1451,1
49441195,2015,1,91,224,2
22620477,2014,2,90,224,1
32609376,2015,2,100,967,1
62969071,2016,1,75,967,1
34116341,2015,2,100,580,1
103815434,2016,3,100,881,1
10955997,2014,1,100,609,2
6703428,2013,1,100,224,1
417666,2011,2,90,261,2
7944784,2013,1,88,1238,1
81728261,2016,3,100,224,1
43379087,2015,1,67,1930,1
1807611,2012,3,100,1451,1
18137087,2014,3,100,967,1
111616351,2017,3,100,1237,1
13862517,2014,2,100,224,1
88092899,2016,1,100,1547,1
79196519,2016,3,100,1451,1
85681181,2016,3,100,1451,1
111918689,2017,3,100,224,1
59433265,2016,5,25,2631,1
43476743,2015,1,88,1451,1
3408135,2012,3,100,224,1
114178570,2017,1,90,224,1
8645373,2013,3,100,609,1
3628556,2012,3,100,550,1
3135356,2012,1,70,224,1
10779142,2013,3,100,672,2
471716,2011,3,100,1237,1
66206046,2016,3,100,1238,1
11808935,2014,2,100,224,1
16348183,2014,3,100,224,1
52865953,2015,3,100,224,1
114174296,2017,3,100,580,1
64300438,2016,2,100,224,1
93331574,2016,2,100,580,1
105947894,2016,3,100,1451,1
1735095,2012,3,100,224,1
26527148,2015,1,100,224,1
9886126,2013,3,100,1451,1
41249581,2015,2,100,224,1
7696615,2013,3,100,1238,1
103305502,2016,2,100,224,1
4724684,2013,3,100,609,1
42770449,2015,1,67,1072,1
111400555,2017,2,89,224,1
6141620,2013,3,87,995,13
7146591,2013,3,100,1275,1
92096573,2016,2,100,1258,1
186857,2010,5,0,155,1
21241056,2014,3,100,881,7
42307023,2015,3,100,1275,1
1114741,2011,1,80,1191,2
6193889,2013,1,55,975,8
104918856,2016,3,100,666,1
29929996,2015,1,100,1258,1
8489730,2013,2,100,666,2
41086326,2015,3,90,1275,1
3725002,2012,3,100,975,1
9903116,2013,3,100,385,2
39111944,2015,1,89,975,1
10890149,2013,3,100,975,1
34119221,2015,2,100,666,2
383525,2011,3,100,666,1
47192584,2015,2,100,155,1
108040580,2016,2,100,666,1
11717833,2014,3,100,1072,1
7461872,2013,2,100,1258,1
2788220,2012,2,100,915,1
4426496,2012,3,100,224,1
53204409,2016,2,100,155,1
4906927,2013,3,100,385,1
8793225,2013,3,100,1275,1
39042147,2015,3,100,1346,2
55176878,2016,2,90,1072,1
36644173,2015,2,100,1258,1
3243646,2012,3,100,1990,2
3171706,2012,3,100,155,1
88878076,2016,3,100,385,1
12850202,2014,3,100,975,3
26038203,2015,5,33,687,2
66223300,2016,3,100,666,2
29882817,2015,3,100,39,1
13888599,2014,3,89,1237,2
19556784,2014,2,100,385,1
1441235,2011,5,0,155,3
8186925,2013,2,100,1182,1
3614671,2012,1,100,995,2
46923347,2015,2,100,666,1
53527539,2016,3,100,385,1
198954,2010,3,100,385,1
2560480,2012,2,100,979,1
2178622,2012,2,100,631,1
33578396,2015,1,100,385,1
1753416,2012,2,90,666,1
23906956,2014,1,100,155,1
2855954,2012,5,10,385,1
55899224,2016,3,100,1182,1
54019898,2016,3,100,666,1
646165,2011,3,83,1182,1
51586359,2015,3,100,666,1
3225644,2012,3,100,1191,1
19885459,2014,3,100,915,1
11876845,2014,2,76,385,1
76324625,2016,3,100,979,2
11765030,2014,2,100,385,1
12605047,2014,3,100,155,1
51796452,2015,3,100,915,1
72535831,2016,2,100,975,1
1189163,2011,2,100,979,2
54952250,2016,3,100,155,1
87229363,2016,3,100,385,1
11850512,2014,3,100,385,1
17328026,2014,3,100,666,1
54072922,2016,3,100,1191,1
33199016,2015,1,50,995,2
25941234,2015,2,100,643,3
45139593,2015,1,100,975,2
66791051,2016,3,100,385,1
23121519,2014,1,100,643,1
39719786,2015,3,100,643,1
16532551,2014,2,100,975,1
1470010,2011,3,100,975,1
89962501,2016,1,55,385,1
38703386,2015,5,25,979,1
36021171,2015,3,82,385,1
3717094,2012,1,80,979,1
98242246,2016,3,100,666,1
67890422,2016,3,100,975,1
18047855,2014,2,100,975,1
19495500,2014,1,100,155,1
10228100,2013,2,100,1275,2
2807074,2012,1,88,643,1
59295811,2016,2,63,1072,1
17951730,2014,2,94,881,2
107040789,2016,3,100,666,1
1184548,2011,1,84,1275,1
7063408,2013,3,100,155,1
88550548,2016,3,100,666,1
73721662,2016,3,99,385,2
23514715,2014,1,50,1072,1
6107446,2013,3,100,385,1
798472,2011,3,100,666,1
116484467,2017,3,100,1067,1
23042231,2014,3,100,975,1
3392728,2012,3,100,155,1
5389298,2013,1,100,975,1
68247523,2016,3,100,975,1
45388955,2015,3,100,995,1
65638993,2016,3,100,666,1
10670292,2013,3,100,666,1
2663774,2012,2,100,979,2
2089681,2012,2,100,666,2
2838885,2012,1,100,385,1
64589468,2016,3,100,995,1
6523638,2013,3,100,155,1
6554377,2013,3,100,995,1
2998283,2012,3,100,1191,1
3020229,2012,2,100,1182,1
6479296,2013,3,100,155,2
39565084,2015,2,89,666,1
61591679,2016,1,90,666,1
11654776,2017,2,100,385,1
24857703,2014,2,100,385,1
36917464,2015,2,100,379,2
6959212,2013,2,100,385,1
16268820,2014,2,67,881,1
865413,2011,2,100,155,1
26941073,2015,1,67,1072,1
37022531,2015,3,100,155,1
109528935,2017,2,100,1237,1
1508155,2011,3,88,666,2
77853220,2016,3,100,666,1
4927411,2013,2,100,666,1
81524227,2016,1,100,224,1
4311649,2012,2,100,666,1
7816847,2013,2,75,979,1
13939514,2014,3,100,666,1
2346254,2012,3,100,979,1
41639227,2015,2,100,1191,1
22234794,2014,1,90,915,1
33542338,2015,3,100,385,1
379315,2011,3,100,979,1
31298924,2015,1,50,666,1
1591442,2012,3,100,934,1
3126759,2012,2,100,1275,1
115634761,2017,2,100,155,1
890156,2011,5,0,666,1
94037593,2016,2,88,979,1
817926,2011,1,100,975,2
2517441,2012,2,100,155,1
8192604,2013,3,100,666,1
86441637,2016,3,100,1258,1
27655370,2015,3,100,385,1
54429835,2016,3,100,1275,1
9205537,2013,3,100,643,1
29161095,2015,2,100,155,1
1020865,2011,1,67,385,1
201568,2010,3,100,915,1
6150575,2013,3,100,979,1
99987717,2016,1,50,1237,1
91797785,2016,1,50,666,1
9744648,2013,2,100,979,1
105856907,2016,3,93,979,1
59916138,2016,5,25,385,1
14524345,2014,2,90,979,1
16864052,2014,3,100,995,1
92771280,2016,3,100,975,1
107272231,2016,3,100,881,1
113060931,2017,3,100,666,1
9619703,2013,1,86,385,1
26236006,2015,1,100,385,1
10504179,2013,2,100,1191,1
7397427,2013,3,100,995,1
108172121,2016,3,100,1237,1
10644603,2013,2,100,385,1
5952564,2013,3,100,975,1
385697,2011,3,100,155,1
16842046,2014,1,50,385,1
23826213,2014,2,100,975,1
97897210,2016,3,100,666,1
103814690,2016,3,100,385,1
21597206,2014,2,95,1045,1
1349562,2011,1,83,1045,2
4005082,2012,2,80,1045,1
25904355,2015,3,100,1045,1
67698019,2016,1,67,334,1
80653849,2016,3,100,1045,2
40153345,2015,3,100,1045,3
10029210,2013,3,100,334,1
8305774,2013,3,100,334,1
16723094,2014,3,91,1045,4
94041623,2016,1,67,334,2
23703725,2014,2,100,1045,1
2308769,2012,1,100,334,2
95806616,2016,3,100,1045,2
1958174,2012,1,89,1045,1
22974498,2014,3,100,1045,2
25795219,2015,3,86,334,1
25390241,2014,2,100,1045,1
15048482,2014,2,100,334,1
32343050,2015,2,100,1045,1
2255863,2012,3,92,334,1
14685880,2014,3,100,1045,1
1111601,2011,3,100,224,1
70063682,2016,3,100,334,1
427855,2011,3,100,334,1
103374908,2016,3,100,162,2
9284825,2013,3,100,334,1
100804188,2016,1,100,1045,1
5409925,2013,3,100,334,1
28332030,2015,3,100,1045,1
7499925,2013,1,100,308,1
35503054,2015,3,81,820,1
1869784,2012,2,96,1248,1
44618273,2015,2,100,334,1
819132,2011,2,100,334,1
12493278,2014,1,100,334,1
65058159,2016,2,100,334,1
13240822,2014,2,88,1045,1
80945221,2016,2,100,308,1
420962,2011,1,80,334,1
33199212,2015,3,100,1410,1
30024,2009,1,100,308,1
23927947,2014,3,100,1045,1
19675756,2014,1,100,1045,1
102512980,2016,3,100,1045,1
45312763,2015,3,100,1045,1
63469501,2016,1,100,334,1
16692872,2014,3,100,1410,1
13234344,2014,1,100,334,1
35074063,2015,3,100,672,12
16842680,2014,2,100,672,1
41798034,2015,3,90,672,1
76892198,2016,3,100,672,1
9752449,2013,3,90,672,2
27177156,2015,3,100,672,1
111087164,2017,3,100,1106,14
5922017,2013,3,100,788,2
97707816,2016,1,81,672,4
1746782,2012,2,100,571,1
5986539,2013,2,100,672,1
102356084,2016,5,0,672,1
111789027,2017,1,100,672,1
103394542,2016,3,100,648,6
91356599,2016,2,100,672,1
14582703,2014,2,100,672,2
41692710,2015,3,100,672,2
41655321,2015,3,100,672,2
48463262,2015,2,100,672,1
33806866,2015,3,100,672,1
20022638,2014,2,90,158,1
34461307,2015,1,50,672,1
7449810,2013,3,100,672,1
3012153,2012,1,90,1967,1
10960901,2014,3,90,672,1
5719287,2013,3,100,672,1
116412457,2017,3,100,672,1
2289399,2012,3,100,672,1
28381203,2015,3,98,233,2
12310604,2014,5,0,672,1
4038832,2012,2,80,758,1
25835215,2015,2,100,672,1
6907318,2013,1,100,672,1
58458748,2016,3,100,672,2
4310563,2012,3,100,672,1
11871706,2014,2,100,672,1
4775207,2013,1,100,672,1
71858599,2016,1,100,672,1
9374425,2013,3,100,672,1
105820986,2016,3,100,672,1
16325710,2014,2,57,672,1
33970009,2015,2,100,672,1
6450448,2013,1,90,672,1
454121,2011,2,86,672,1
2426766,2012,3,100,672,1
33033477,2015,3,100,672,1
448154,2011,3,100,672,1
97805837,2016,1,100,672,1
24956908,2014,1,71,672,2
64202899,2016,2,100,922,1
16605075,2014,3,100,672,1
106782222,2016,3,100,672,2
106727989,2016,3,100,672,1
31101715,2015,2,100,672,1
114324125,2017,2,88,672,1
7969729,2013,3,100,672,3
12379856,2014,1,100,672,1
14124789,2014,3,100,672,2
53599787,2016,3,100,672,1
20384464,2014,1,67,672,1
108804449,2016,3,90,672,1
357829,2011,1,100,672,1
74119160,2016,2,100,672,1
10280990,2013,3,100,672,1
2827655,2012,5,40,672,1
105739614,2016,2,100,672,1
76379398,2016,3,100,672,1
8869138,2013,3,90,672,1
97687659,2016,3,100,672,1
66624612,2016,2,100,672,1
13381522,2014,3,100,672,1
19910186,2014,3,100,672,1
94201251,2016,2,100,367,1
87190278,2016,2,100,169,1
41657655,2015,2,90,169,1
1908992,2012,3,100,367,2
25758929,2015,3,100,687,6
104780143,2016,1,100,169,1
20499347,2014,3,100,367,2
85458925,2016,3,93,367,1
102833363,2016,3,100,367,1
53658855,2016,2,100,169,1
32631273,2015,3,100,367,1
64004607,2016,3,100,1156,3
13584144,2014,3,100,169,1
322265,2010,2,100,169,2
88024528,2016,3,88,367,3
26940230,2015,1,100,367,1
107589454,2016,3,100,1054,2
99626123,2016,2,88,367,1
51978855,2015,1,100,367,1
81617302,2016,3,100,169,1
13948987,2014,3,100,556,2
34725591,2015,2,100,169,1
38230337,2015,1,100,169,1
103833772,2016,2,100,367,1
91686068,2016,3,100,367,1
16812029,2014,1,100,367,1
29977721,2015,3,100,169,1
29753498,2015,2,100,367,1
93148787,2016,3,100,367,1
68143287,2016,2,100,169,1
104294833,2016,3,100,367,1
1983005,2012,3,100,367,1
53948860,2016,2,80,367,1
19094451,2014,2,100,367,1
23716170,2014,5,40,169,1
15930722,2014,1,100,367,1
74338242,2016,2,100,169,1
54166307,2016,3,100,367,1
17558598,2014,3,90,367,1
2687679,2012,1,100,169,1
20280232,2014,3,100,169,1
66048736,2016,2,100,169,1
6306078,2013,1,100,876,1
17539274,2014,1,96,158,2
4644157,2013,2,100,1822,1
32462123,2015,2,100,550,1
20151721,2014,3,92,822,5
19615269,2014,2,100,876,1
59310710,2016,1,81,550,1
4003285,2012,3,100,550,1
5223494,2013,1,100,822,1
2151295,2012,2,92,779,1
15748350,2014,3,100,1822,1
64859058,2016,2,100,550,1
462601,2011,2,90,779,1
5254250,2013,3,100,779,1
13017838,2014,3,100,876,1
36274475,2015,3,100,550,1
52849257,2015,2,100,550,1
14327676,2014,2,94,550,2
7061574,2013,2,100,876,1
52518044,2015,3,100,779,1
30396011,2015,3,100,822,1
28491215,2015,1,67,550,1
2659050,2012,5,0,876,1
3723289,2012,3,100,550,1
16112554,2014,3,67,779,1
11639432,2014,2,100,876,1
5110719,2013,3,100,550,1
20308104,2014,3,100,550,1
48449906,2015,1,89,779,1
9612021,2013,1,90,935,1
27687886,2015,3,98,635,3
4531267,2012,3,92,447,2
24124652,2014,5,0,158,1
22796401,2014,2,100,158,1
37461490,2015,3,100,61,1
16198860,2014,1,95,687,1
3506761,2012,1,100,158,1
26528019,2015,3,100,293,3
16161555,2014,2,100,635,1
9266159,2013,3,100,1231,1
593228,2011,1,100,158,1
20282932,2014,1,100,61,1
23374586,2014,1,100,158,2
4240079,2012,2,100,687,1
31711910,2015,2,97,1667,4
41191996,2015,1,100,687,1
3399767,2012,3,100,1032,1
2318407,2012,2,100,672,1
23603214,2014,2,100,447,1
511794,2011,3,100,672,2
13704762,2014,5,0,158,1
10094068,2013,1,90,158,1
2041054,2012,3,100,687,2
29499280,2015,3,100,1209,1
35744473,2015,2,100,687,4
524986,2011,2,100,158,1
16857030,2014,3,100,447,1
113354,2010,5,0,687,1
32272150,2015,3,100,687,1
39928346,2015,1,90,893,1
25797507,2015,2,100,682,1
13722638,2014,3,100,1536,3
32440053,2015,1,88,475,1
26897741,2015,1,100,475,1
55887451,2016,2,100,682,1
84044372,2016,3,100,682,1
3081075,2012,3,100,157,30
14968880,2014,3,98,483,15
12984381,2014,1,90,47,92
656386,2011,1,90,373,36
114663720,2017,3,90,682,1
50629169,2015,3,100,893,1
45647179,2015,2,100,893,1
9240482,2013,1,100,266,1
3732704,2012,3,100,80,4
3112585,2012,5,40,266,1
9158605,2013,3,100,475,1
7847584,2013,3,100,682,1
14833084,2014,2,90,714,2
4929641,2013,1,50,266,1
1868150,2012,3,100,682,1
10409039,2013,3,100,682,1
107781696,2016,3,100,682,1
32550392,2015,1,100,893,1
5444424,2013,2,100,682,1
38283300,2015,3,97,893,3
38483188,2015,2,100,682,1
6240696,2013,3,80,475,1
8935186,2013,2,100,682,1
9590278,2013,3,99,556,19
45078863,2015,3,100,893,14
11593703,2014,3,100,655,61
9479358,2013,3,100,309,28
19610760,2014,3,100,682,2
14197558,2014,3,100,682,1
17869258,2014,3,91,682,4
31399064,2015,3,100,682,1
30546321,2015,3,90,266,1
25194173,2014,3,97,475,2
16231638,2014,3,100,682,1
12319006,2014,2,100,682,1
4773513,2013,2,98,414,13
12982157,2014,3,98,619,34
27310698,2015,2,93,428,27
14714757,2014,3,100,266,14
64224220,2016,3,100,475,36
92919032,2016,3,100,557,13
97916688,2016,3,100,373,94
28313443,2015,3,100,80,34
97888639,2016,3,100,428,31
152242,2010,1,74,43,49
10911501,2013,3,90,199,2
1660967,2012,3,95,714,13
4955072,2013,1,71,266,1
99018325,2016,3,88,640,2
4056156,2012,2,91,893,16
59030499,2016,3,100,475,1
97272656,2016,1,69,682,1
5218624,2013,2,100,475,1
60968588,2016,3,100,475,1
2503671,2012,3,100,759,26
34287324,2015,3,100,266,5
1493242,2011,3,100,347,6
67879895,2016,3,100,483,63
12982469,2014,3,100,330,11
62509540,2016,3,100,428,26
73490861,2016,3,100,475,1
25096538,2014,2,100,682,1
114808531,2017,3,100,893,1
23961668,2014,3,100,682,1
44752230,2015,3,100,682,1
6117463,2013,1,60,682,1
17708542,2014,3,100,475,2
29545729,2015,3,100,682,1
2570423,2012,3,100,682,2
4477174,2012,3,100,475,4
11149905,2014,1,100,682,1
2560067,2012,1,100,682,1
116972990,2017,3,100,682,1
14154179,2014,3,100,682,1
6141011,2013,3,100,682,1
45801372,2015,1,100,682,1
2325379,2012,1,50,475,1
80840019,2016,3,100,1212,1
5225315,2013,1,100,682,1
6386422,2013,1,70,682,1
26625423,2015,3,88,475,1
281528,2010,3,100,157,22
7712521,2013,2,100,682,1
20314491,2014,2,100,682,1
50187526,2015,3,100,682,1
5027164,2013,3,93,199,40
288574,2010,3,98,893,53
9750181,2013,3,100,682,1
14693238,2014,2,100,893,1
23491455,2014,2,100,682,1
18328286,2014,1,70,47,1
44852840,2015,3,100,475,1
48924035,2015,2,100,682,1
2138497,2012,1,100,682,1
120681612,2017,3,99,893,5
6792,2009,3,100,46,25
1466866,2011,3,94,43,15
25838188,2015,3,93,205,8
44346425,2015,3,100,655,2
29707008,2015,3,100,43,5
7016608,2013,3,97,557,5
80497628,2016,1,57,475,2
21241736,2014,1,80,347,8
17776889,2014,2,90,682,1
10682296,2013,1,100,682,1
7645266,2013,2,100,682,2
21879161,2014,3,100,475,1
51139386,2015,3,100,682,1
3714279,2012,1,100,682,1
3408657,2012,2,60,682,1
33116206,2015,1,100,557,5
109597739,2017,3,100,347,2
6112673,2013,3,100,682,1
17470670,2014,3,100,475,1
7545366,2013,3,100,475,4
106908314,2016,1,63,682,5
3332563,2012,3,100,682,1
16965480,2014,3,100,893,2
27524206,2015,1,100,682,1
4263326,2012,3,100,475,4
19185383,2014,3,100,682,1
28280999,2015,3,100,475,1
119580702,2017,3,100,682,1
119570603,2017,3,100,682,1
7478523,2013,3,100,1153,15
6935265,2013,3,100,893,2
45790631,2015,3,100,475,1
97520495,2016,3,100,682,1
2227716,2012,3,100,682,1
81221774,2016,2,100,475,1
5544205,2013,3,100,682,1
19315154,2014,3,100,682,1
61980761,2016,1,60,682,3
16564769,2014,3,100,266,1
27159959,2015,2,92,475,8
106145522,2016,3,90,682,1
43505620,2015,2,100,682,1
5632766,2013,3,100,682,1
8684919,2013,2,100,266,1
11875370,2014,2,100,682,1
50894073,2015,1,100,266,1
